dataset,dataset_key,method,alpha,evaluated,screening_recall,batch_hit_rate,current_alpha
HIV,hiv,random,NA,50,0.0143,0.0400,0.0000
HIV,hiv,random,NA,75,0.0190,0.0267,0.0000
HIV,hiv,random,NA,100,0.0262,0.0400,0.0000
HIV,hiv,random,NA,125,0.0333,0.0400,0.0000
HIV,hiv,random,NA,150,0.0357,0.0133,0.0000
HIV,hiv,random,NA,175,0.0405,0.0267,0.0000
HIV,hiv,random,NA,200,0.0429,0.0133,0.0000
HIV,hiv,random,NA,225,0.0476,0.0267,0.0000
HIV,hiv,random,NA,250,0.0571,0.0533,0.0000
HIV,hiv,random,NA,275,0.0643,0.0400,0.0000
HIV,hiv,random,NA,300,0.0667,0.0133,0.0000
HIV,hiv,random,NA,325,0.0714,0.0267,0.0000
HIV,hiv,random,NA,350,0.0786,0.0400,0.0000
HIV,hiv,random,NA,375,0.0881,0.0533,0.0000
HIV,hiv,random,NA,400,0.0905,0.0133,0.0000
HIV,hiv,random,NA,425,0.0929,0.0133,0.0000
HIV,hiv,random,NA,450,0.0976,0.0267,0.0000
HIV,hiv,random,NA,475,0.1000,0.0133,0.0000
HIV,hiv,random,NA,500,0.1095,0.0533,0.0000
HIV,hiv,exploitation,0.00,50,0.0143,0.0400,0.0000
HIV,hiv,exploitation,0.00,75,0.0405,0.1467,0.0000
HIV,hiv,exploitation,0.00,100,0.0690,0.1600,0.0000
HIV,hiv,exploitation,0.00,125,0.1190,0.2800,0.0000
HIV,hiv,exploitation,0.00,150,0.1643,0.2533,0.0000
HIV,hiv,exploitation,0.00,175,0.2071,0.2400,0.0000
HIV,hiv,exploitation,0.00,200,0.2548,0.2667,0.0000
HIV,hiv,exploitation,0.00,225,0.2762,0.1200,0.0000
HIV,hiv,exploitation,0.00,250,0.2881,0.0667,0.0000
HIV,hiv,exploitation,0.00,275,0.3095,0.1200,0.0000
HIV,hiv,exploitation,0.00,300,0.3286,0.1067,0.0000
HIV,hiv,exploitation,0.00,325,0.3476,0.1067,0.0000
HIV,hiv,exploitation,0.00,350,0.3595,0.0667,0.0000
HIV,hiv,exploitation,0.00,375,0.3786,0.1067,0.0000
HIV,hiv,exploitation,0.00,400,0.3905,0.0667,0.0000
HIV,hiv,exploitation,0.00,425,0.4095,0.1067,0.0000
HIV,hiv,exploitation,0.00,450,0.4381,0.1600,0.0000
HIV,hiv,exploitation,0.00,475,0.4476,0.0533,0.0000
HIV,hiv,exploitation,0.00,500,0.4595,0.0667,0.0000
HIV,hiv,weighted,0.00,50,0.0143,0.0400,0.0000
HIV,hiv,weighted,0.00,75,0.0405,0.1467,0.0000
HIV,hiv,weighted,0.00,100,0.0690,0.1600,0.0000
HIV,hiv,weighted,0.00,125,0.1190,0.2800,0.0000
HIV,hiv,weighted,0.00,150,0.1643,0.2533,0.0000
HIV,hiv,weighted,0.00,175,0.2071,0.2400,0.0000
HIV,hiv,weighted,0.00,200,0.2548,0.2667,0.0000
HIV,hiv,weighted,0.00,225,0.2762,0.1200,0.0000
HIV,hiv,weighted,0.00,250,0.2881,0.0667,0.0000
HIV,hiv,weighted,0.00,275,0.3095,0.1200,0.0000
HIV,hiv,weighted,0.00,300,0.3286,0.1067,0.0000
HIV,hiv,weighted,0.00,325,0.3476,0.1067,0.0000
HIV,hiv,weighted,0.00,350,0.3595,0.0667,0.0000
HIV,hiv,weighted,0.00,375,0.3786,0.1067,0.0000
HIV,hiv,weighted,0.00,400,0.3905,0.0667,0.0000
HIV,hiv,weighted,0.00,425,0.4095,0.1067,0.0000
HIV,hiv,weighted,0.00,450,0.4381,0.1600,0.0000
HIV,hiv,weighted,0.00,475,0.4476,0.0533,0.0000
HIV,hiv,weighted,0.00,500,0.4595,0.0667,0.0000
HIV,hiv,weighted,0.10,50,0.0143,0.0400,0.1000
HIV,hiv,weighted,0.10,75,0.0405,0.1467,0.1000
HIV,hiv,weighted,0.10,100,0.0690,0.1600,0.1000
HIV,hiv,weighted,0.10,125,0.1190,0.2800,0.1000
HIV,hiv,weighted,0.10,150,0.1643,0.2533,0.1000
HIV,hiv,weighted,0.10,175,0.2071,0.2400,0.1000
HIV,hiv,weighted,0.10,200,0.2548,0.2667,0.1000
HIV,hiv,weighted,0.10,225,0.2762,0.1200,0.1000
HIV,hiv,weighted,0.10,250,0.2881,0.0667,0.1000
HIV,hiv,weighted,0.10,275,0.3095,0.1200,0.1000
HIV,hiv,weighted,0.10,300,0.3286,0.1067,0.1000
HIV,hiv,weighted,0.10,325,0.3476,0.1067,0.1000
HIV,hiv,weighted,0.10,350,0.3595,0.0667,0.1000
HIV,hiv,weighted,0.10,375,0.3786,0.1067,0.1000
HIV,hiv,weighted,0.10,400,0.3905,0.0667,0.1000
HIV,hiv,weighted,0.10,425,0.4095,0.1067,0.1000
HIV,hiv,weighted,0.10,450,0.4381,0.1600,0.1000
HIV,hiv,weighted,0.10,475,0.4476,0.0533,0.1000
HIV,hiv,weighted,0.10,500,0.4595,0.0667,0.1000
HIV,hiv,weighted,0.25,50,0.0143,0.0400,0.2500
HIV,hiv,weighted,0.25,75,0.0405,0.1467,0.2500
HIV,hiv,weighted,0.25,100,0.0690,0.1600,0.2500
HIV,hiv,weighted,0.25,125,0.1190,0.2800,0.2500
HIV,hiv,weighted,0.25,150,0.1643,0.2533,0.2500
HIV,hiv,weighted,0.25,175,0.2071,0.2400,0.2500
HIV,hiv,weighted,0.25,200,0.2548,0.2667,0.2500
HIV,hiv,weighted,0.25,225,0.2762,0.1200,0.2500
HIV,hiv,weighted,0.25,250,0.2881,0.0667,0.2500
HIV,hiv,weighted,0.25,275,0.3095,0.1200,0.2500
HIV,hiv,weighted,0.25,300,0.3286,0.1067,0.2500
HIV,hiv,weighted,0.25,325,0.3476,0.1067,0.2500
HIV,hiv,weighted,0.25,350,0.3595,0.0667,0.2500
HIV,hiv,weighted,0.25,375,0.3786,0.1067,0.2500
HIV,hiv,weighted,0.25,400,0.3905,0.0667,0.2500
HIV,hiv,weighted,0.25,425,0.4095,0.1067,0.2500
HIV,hiv,weighted,0.25,450,0.4381,0.1600,0.2500
HIV,hiv,weighted,0.25,475,0.4476,0.0533,0.2500
HIV,hiv,weighted,0.25,500,0.4595,0.0667,0.2500
HIV,hiv,weighted,0.50,50,0.0143,0.0400,0.5000
HIV,hiv,weighted,0.50,75,0.0405,0.1467,0.5000
HIV,hiv,weighted,0.50,100,0.0690,0.1600,0.5000
HIV,hiv,weighted,0.50,125,0.1190,0.2800,0.5000
HIV,hiv,weighted,0.50,150,0.1643,0.2533,0.5000
HIV,hiv,weighted,0.50,175,0.2071,0.2400,0.5000
HIV,hiv,weighted,0.50,200,0.2548,0.2667,0.5000
HIV,hiv,weighted,0.50,225,0.2762,0.1200,0.5000
HIV,hiv,weighted,0.50,250,0.2881,0.0667,0.5000
HIV,hiv,weighted,0.50,275,0.3095,0.1200,0.5000
HIV,hiv,weighted,0.50,300,0.3286,0.1067,0.5000
HIV,hiv,weighted,0.50,325,0.3476,0.1067,0.5000
HIV,hiv,weighted,0.50,350,0.3595,0.0667,0.5000
HIV,hiv,weighted,0.50,375,0.3786,0.1067,0.5000
HIV,hiv,weighted,0.50,400,0.3905,0.0667,0.5000
HIV,hiv,weighted,0.50,425,0.4095,0.1067,0.5000
HIV,hiv,weighted,0.50,450,0.4381,0.1600,0.5000
HIV,hiv,weighted,0.50,475,0.4476,0.0533,0.5000
HIV,hiv,weighted,0.50,500,0.4595,0.0667,0.5000
HIV,hiv,weighted,0.75,50,0.0143,0.0400,0.7500
HIV,hiv,weighted,0.75,75,0.0405,0.1467,0.7500
HIV,hiv,weighted,0.75,100,0.0690,0.1600,0.7500
HIV,hiv,weighted,0.75,125,0.1167,0.2667,0.7500
HIV,hiv,weighted,0.75,150,0.1643,0.2667,0.7500
HIV,hiv,weighted,0.75,175,0.2071,0.2400,0.7500
HIV,hiv,weighted,0.75,200,0.2500,0.2400,0.7500
HIV,hiv,weighted,0.75,225,0.2786,0.1600,0.7500
HIV,hiv,weighted,0.75,250,0.2905,0.0667,0.7500
HIV,hiv,weighted,0.75,275,0.3024,0.0667,0.7500
HIV,hiv,weighted,0.75,300,0.3190,0.0933,0.7500
HIV,hiv,weighted,0.75,325,0.3286,0.0533,0.7500
HIV,hiv,weighted,0.75,350,0.3429,0.0800,0.7500
HIV,hiv,weighted,0.75,375,0.3548,0.0667,0.7500
HIV,hiv,weighted,0.75,400,0.3738,0.1067,0.7500
HIV,hiv,weighted,0.75,425,0.4048,0.1733,0.7500
HIV,hiv,weighted,0.75,450,0.4333,0.1600,0.7500
HIV,hiv,weighted,0.75,475,0.4452,0.0667,0.7500
HIV,hiv,weighted,0.75,500,0.4595,0.0800,0.7500
HIV,hiv,weighted,1.00,50,0.0143,0.0400,1.0000
HIV,hiv,weighted,1.00,75,0.0405,0.1467,1.0000
HIV,hiv,weighted,1.00,100,0.0571,0.0933,1.0000
HIV,hiv,weighted,1.00,125,0.1119,0.3067,1.0000
HIV,hiv,weighted,1.00,150,0.1500,0.2133,1.0000
HIV,hiv,weighted,1.00,175,0.1976,0.2667,1.0000
HIV,hiv,weighted,1.00,200,0.2429,0.2533,1.0000
HIV,hiv,weighted,1.00,225,0.2690,0.1467,1.0000
HIV,hiv,weighted,1.00,250,0.2762,0.0400,1.0000
HIV,hiv,weighted,1.00,275,0.2881,0.0667,1.0000
HIV,hiv,weighted,1.00,300,0.3071,0.1067,1.0000
HIV,hiv,weighted,1.00,325,0.3310,0.1333,1.0000
HIV,hiv,weighted,1.00,350,0.3381,0.0400,1.0000
HIV,hiv,weighted,1.00,375,0.3524,0.0800,1.0000
HIV,hiv,weighted,1.00,400,0.3643,0.0667,1.0000
HIV,hiv,weighted,1.00,425,0.3857,0.1200,1.0000
HIV,hiv,weighted,1.00,450,0.4000,0.0800,1.0000
HIV,hiv,weighted,1.00,475,0.4286,0.1600,1.0000
HIV,hiv,weighted,1.00,500,0.4524,0.1333,1.0000
HIV,hiv,adaptive,adaptive,50,0.0143,0.0400,0.5000
HIV,hiv,adaptive,adaptive,75,0.0405,0.1467,0.5533
HIV,hiv,adaptive,adaptive,100,0.0690,0.1600,0.5956
HIV,hiv,adaptive,adaptive,125,0.1190,0.2800,0.6872
HIV,hiv,adaptive,adaptive,150,0.1643,0.2533,0.7472
HIV,hiv,adaptive,adaptive,175,0.2095,0.2533,0.7972
HIV,hiv,adaptive,adaptive,200,0.2571,0.2667,0.8349
HIV,hiv,adaptive,adaptive,225,0.2714,0.0800,0.7849
HIV,hiv,adaptive,adaptive,250,0.2833,0.0667,0.7338
HIV,hiv,adaptive,adaptive,275,0.3000,0.0933,0.7011
HIV,hiv,adaptive,adaptive,300,0.3119,0.0667,0.6581
HIV,hiv,adaptive,adaptive,325,0.3190,0.0400,0.6053
HIV,hiv,adaptive,adaptive,350,0.3381,0.1067,0.5900
HIV,hiv,adaptive,adaptive,375,0.3548,0.0933,0.5690
HIV,hiv,adaptive,adaptive,400,0.3690,0.0800,0.5428
HIV,hiv,adaptive,adaptive,425,0.3976,0.1600,0.5582
HIV,hiv,adaptive,adaptive,450,0.4333,0.2000,0.5856
HIV,hiv,adaptive,adaptive,475,0.4524,0.1067,0.5715
HIV,hiv,adaptive,adaptive,500,0.4571,0.0267,0.5182
ClinTox CT_TOX,clintox,random,NA,50,0.0593,0.1067,0.0000
ClinTox CT_TOX,clintox,random,NA,75,0.0815,0.0800,0.0000
ClinTox CT_TOX,clintox,random,NA,100,0.1037,0.0800,0.0000
ClinTox CT_TOX,clintox,random,NA,125,0.1148,0.0400,0.0000
ClinTox CT_TOX,clintox,random,NA,150,0.1259,0.0400,0.0000
ClinTox CT_TOX,clintox,random,NA,175,0.1407,0.0533,0.0000
ClinTox CT_TOX,clintox,random,NA,200,0.1667,0.0933,0.0000
ClinTox CT_TOX,clintox,random,NA,225,0.1963,0.1067,0.0000
ClinTox CT_TOX,clintox,random,NA,250,0.2185,0.0800,0.0000
ClinTox CT_TOX,clintox,random,NA,275,0.2519,0.1200,0.0000
ClinTox CT_TOX,clintox,random,NA,300,0.2704,0.0667,0.0000
ClinTox CT_TOX,clintox,random,NA,325,0.2889,0.0667,0.0000
ClinTox CT_TOX,clintox,random,NA,350,0.3111,0.0800,0.0000
ClinTox CT_TOX,clintox,random,NA,375,0.3407,0.1067,0.0000
ClinTox CT_TOX,clintox,random,NA,400,0.3667,0.0933,0.0000
ClinTox CT_TOX,clintox,random,NA,425,0.3963,0.1067,0.0000
ClinTox CT_TOX,clintox,random,NA,450,0.4037,0.0267,0.0000
ClinTox CT_TOX,clintox,random,NA,475,0.4296,0.0933,0.0000
ClinTox CT_TOX,clintox,random,NA,500,0.4444,0.0533,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,50,0.0593,0.1067,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,75,0.1222,0.2267,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,100,0.1852,0.2267,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,125,0.2778,0.3333,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,150,0.3259,0.1733,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,175,0.3889,0.2267,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,200,0.4704,0.2933,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,225,0.5111,0.1467,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,250,0.5556,0.1600,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,275,0.6000,0.1600,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,300,0.6407,0.1467,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,325,0.6704,0.1067,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,350,0.6926,0.0800,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,375,0.7148,0.0800,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,400,0.7370,0.0800,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,425,0.7556,0.0667,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,450,0.7704,0.0533,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,475,0.8111,0.1467,0.0000
ClinTox CT_TOX,clintox,exploitation,0.00,500,0.8259,0.0533,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,50,0.0593,0.1067,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,75,0.1222,0.2267,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,100,0.1852,0.2267,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,125,0.2778,0.3333,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,150,0.3259,0.1733,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,175,0.3889,0.2267,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,200,0.4704,0.2933,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,225,0.5111,0.1467,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,250,0.5556,0.1600,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,275,0.6000,0.1600,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,300,0.6407,0.1467,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,325,0.6704,0.1067,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,350,0.6926,0.0800,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,375,0.7148,0.0800,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,400,0.7370,0.0800,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,425,0.7556,0.0667,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,450,0.7704,0.0533,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,475,0.8111,0.1467,0.0000
ClinTox CT_TOX,clintox,weighted,0.00,500,0.8259,0.0533,0.0000
ClinTox CT_TOX,clintox,weighted,0.10,50,0.0593,0.1067,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,75,0.1222,0.2267,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,100,0.1852,0.2267,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,125,0.2778,0.3333,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,150,0.3259,0.1733,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,175,0.3889,0.2267,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,200,0.4704,0.2933,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,225,0.5111,0.1467,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,250,0.5556,0.1600,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,275,0.6000,0.1600,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,300,0.6407,0.1467,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,325,0.6704,0.1067,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,350,0.6926,0.0800,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,375,0.7148,0.0800,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,400,0.7370,0.0800,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,425,0.7556,0.0667,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,450,0.7704,0.0533,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,475,0.8111,0.1467,0.1000
ClinTox CT_TOX,clintox,weighted,0.10,500,0.8259,0.0533,0.1000
ClinTox CT_TOX,clintox,weighted,0.25,50,0.0593,0.1067,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,75,0.1222,0.2267,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,100,0.1852,0.2267,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,125,0.2778,0.3333,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,150,0.3259,0.1733,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,175,0.3889,0.2267,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,200,0.4704,0.2933,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,225,0.5111,0.1467,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,250,0.5556,0.1600,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,275,0.6000,0.1600,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,300,0.6407,0.1467,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,325,0.6704,0.1067,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,350,0.6926,0.0800,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,375,0.7148,0.0800,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,400,0.7370,0.0800,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,425,0.7556,0.0667,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,450,0.7704,0.0533,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,475,0.8111,0.1467,0.2500
ClinTox CT_TOX,clintox,weighted,0.25,500,0.8259,0.0533,0.2500
ClinTox CT_TOX,clintox,weighted,0.50,50,0.0593,0.1067,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,75,0.1222,0.2267,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,100,0.1852,0.2267,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,125,0.2778,0.3333,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,150,0.3333,0.2000,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,175,0.3889,0.2000,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,200,0.4778,0.3200,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,225,0.5222,0.1600,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,250,0.5704,0.1733,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,275,0.6074,0.1333,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,300,0.6407,0.1200,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,325,0.6741,0.1200,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,350,0.6926,0.0667,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,375,0.7185,0.0933,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,400,0.7519,0.1200,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,425,0.7630,0.0400,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,450,0.7741,0.0400,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,475,0.8037,0.1067,0.5000
ClinTox CT_TOX,clintox,weighted,0.50,500,0.8222,0.0667,0.5000
ClinTox CT_TOX,clintox,weighted,0.75,50,0.0593,0.1067,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,75,0.1222,0.2267,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,100,0.1815,0.2133,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,125,0.2778,0.3467,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,150,0.3222,0.1600,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,175,0.3852,0.2267,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,200,0.4741,0.3200,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,225,0.5185,0.1600,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,250,0.5704,0.1867,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,275,0.6148,0.1600,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,300,0.6407,0.0933,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,325,0.6630,0.0800,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,350,0.6815,0.0667,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,375,0.7000,0.0667,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,400,0.7259,0.0933,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,425,0.7444,0.0667,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,450,0.7593,0.0533,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,475,0.8037,0.1600,0.7500
ClinTox CT_TOX,clintox,weighted,0.75,500,0.8185,0.0533,0.7500
ClinTox CT_TOX,clintox,weighted,1.00,50,0.0593,0.1067,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,75,0.1074,0.1733,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,100,0.1778,0.2533,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,125,0.2741,0.3467,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,150,0.3333,0.2133,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,175,0.3704,0.1333,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,200,0.4370,0.2400,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,225,0.4889,0.1867,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,250,0.5593,0.2533,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,275,0.5926,0.1200,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,300,0.6407,0.1733,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,325,0.6778,0.1333,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,350,0.7037,0.0933,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,375,0.7370,0.1200,1.0000
ClinTox CT_TOX,clintox,weighted,1.00,400,0.7556,0.0667,1.0000
